kappa,rAB,rBC
1.454610e+07,1.010877e-09,9.792991e-01
1.898603e+12,8.110239e-06,1.000000e+00
7.219105e+02,8.384454e-15,4.991850e-07
9.511928e+03,5.877943e-13,1.556570e-04
1.055325e+03,9.891509e-15,1.573492e-06
2.139218e+05,4.129857e-11,2.371845e-02
2.789524e+10,3.318361e-06,9.998771e-01
9.842297e+05,8.884519e-11,5.493616e-01
2.541839e+02,1.512836e-14,5.598400e-08
1.433430e+06,5.081055e-10,1.075716e+00
1.331025e+11,8.435260e-08,9.988279e-01
2.662307e+11,4.169130e-06,1.000000e+00
3.072647e+11,1.212727e-05,1.000001e+00
3.012040e+05,4.717971e-12,4.609907e-02
2.601645e+02,1.221423e-15,8.779189e-08
1.523610e+04,8.870892e-13,1.261598e-03
5.295615e+06,2.791788e-10,1.001194e+00
2.342544e+03,2.686290e-13,2.844552e-05
4.014738e+04,4.233668e-12,3.183037e-03
1.387308e+05,4.111722e-11,1.216345e-01
4.061230e+08,4.551035e-09,9.942020e-01
1.098770e+11,7.145652e-07,5.709922e-01
8.309592e+05,1.068199e-10,2.631880e+00
1.130815e+01,4.993679e-15,1.352134e-10
9.573684e+00,3.244940e-15,4.078022e-10
3.466536e+02,2.960408e-14,2.401145e-07
3.984544e+10,1.346713e-05,1.000002e+00
9.846206e+03,3.719717e-12,9.503370e-04
1.161526e+02,4.818759e-15,2.076217e-08
3.034387e+05,1.002171e-11,2.173885e+00
3.753029e+03,1.493400e-14,3.023929e-06
4.162325e+02,2.415041e-15,3.165395e-07
3.670623e+03,1.106495e-12,3.210848e-05
4.049147e+06,1.138994e-10,5.276486e-01
3.080510e+02,4.323539e-15,1.967245e-08
1.839336e+10,2.433501e-06,1.000010e+00
6.032892e+05,2.629474e-11,8.480415e-01
2.931364e+01,4.186233e-15,1.259577e-09
3.269974e+02,6.469191e-15,5.871316e-09
6.439675e+02,4.724663e-14,6.618882e-07
7.672518e+05,2.225423e-11,4.159755e-01
1.224670e+02,3.026588e-14,6.190494e-09
1.754534e+04,3.311476e-13,5.672163e-04
4.357155e+03,3.624806e-14,3.268649e-05
1.015993e+04,1.002181e-12,5.505841e-04
7.659236e+09,4.341987e-08,1.000005e+00
4.160147e+05,2.665862e-11,1.120580e-01
3.620662e+09,3.851770e-07,1.000015e+00
8.478926e+05,1.268452e-11,5.031022e+00
1.506088e+11,1.509312e-16,1.000008e+00
8.298978e+05,1.299147e-11,1.761638e-05
2.649673e+07,1.039268e-10,9.692581e-01
2.866413e+06,4.253140e-10,9.250604e-01
6.984237e+10,9.148595e-07,9.999699e-01
7.507991e+10,6.702859e-07,1.000242e+00
1.141504e+05,1.536258e-11,1.316521e-01
4.689778e+05,3.518547e-11,6.687479e-01
8.461539e+05,1.442177e-10,4.400234e-01
5.372084e+04,2.441075e-12,4.472889e-03
2.635942e+04,3.864177e-12,7.279244e-03
3.305766e+03,1.031602e-13,2.067999e-05
1.799615e+06,1.853627e-11,5.983105e-01
2.661400e+03,6.908724e-13,3.132484e-05
2.687986e+11,1.393939e-05,1.000001e+00
8.365478e+05,7.633287e-11,9.764231e-01
4.484820e+02,4.832659e-14,4.076827e-08
1.272890e+05,2.807001e-11,6.027030e-01
4.279571e+06,4.129378e-10,8.957797e-01
3.713355e+02,5.088148e-14,1.684073e-08
2.385348e+04,1.284198e-12,1.127092e-03
1.044801e+03,1.926400e-14,1.317586e-06
1.448299e+04,1.127616e-12,2.062172e-04
3.169104e+11,3.630030e-05,1.000000e+00
2.894430e+02,4.603095e-15,1.833821e-07
1.132089e+03,1.321153e-14,1.783861e-07
1.581222e+05,7.357109e-11,2.933103e-01
7.439868e+00,8.201874e-16,1.026150e-10
3.860087e+01,2.861935e-15,3.054113e-09
9.578932e+02,1.425461e-14,1.174575e-06
1.029881e+05,2.116877e-12,6.610964e-05
8.677777e+11,2.729338e-07,1.000000e+00
7.267337e+10,8.504608e-06,1.000015e+00
2.731478e+11,1.163937e-07,9.999817e-01
1.182278e+02,6.354697e-15,1.429512e-08
5.223686e+02,9.715507e-14,2.822197e-07
9.236667e+09,5.773649e-07,9.998743e-01
6.356877e+07,7.322979e-10,9.874257e-01
4.082517e+07,4.839238e-12,9.994079e-01
3.699849e+01,8.116896e-16,1.976615e-09
1.951220e+11,1.091647e-08,1.000000e+00
5.180192e+02,2.717522e-14,1.877675e-07
9.191461e+04,2.099288e-12,1.705324e-02
6.705859e+06,7.954701e-10,1.012441e+00
1.376668e+09,2.076161e-10,1.000211e+00
1.356181e+03,3.067260e-13,8.142237e-06
1.285729e+05,7.347770e-13,7.609294e-05
1.442986e+12,2.760173e-04,1.000000e+00
1.040257e+06,4.688132e-11,8.498469e-01
8.062199e+10,2.449494e-08,1.000386e+00
1.304788e+05,6.766225e-12,7.313038e-01
5.741994e+05,8.381931e-11,8.436624e+01
9.844195e+09,8.996803e-08,1.000024e+00
1.937655e+04,2.209125e-13,5.666856e-04
1.060297e+10,2.160137e-07,9.999832e-01
1.167964e+02,1.245316e-15,1.890255e-08
1.330389e+05,8.276463e-12,3.942642e-02
8.768698e+09,8.087363e-09,9.998203e-01
7.746121e+10,1.666240e-05,1.000001e+00
1.555153e+06,3.034814e-10,8.440718e-01
3.135955e+04,7.850157e-13,2.952362e-04
1.298161e+06,2.722667e-10,1.163614e+00
6.630127e+09,5.465060e-07,9.999711e-01
1.113792e+05,1.866855e-11,7.066870e-01
4.123855e+02,5.262952e-14,1.059257e-06
9.419140e+02,1.244208e-14,2.528633e-08
1.466451e+03,3.479888e-13,9.991887e-06
1.022875e+03,3.178696e-14,1.338097e-06
1.290402e+02,5.407768e-15,1.163545e-08
1.713791e+04,5.240626e-13,4.875087e-04
1.396262e+03,1.342974e-13,4.592156e-07
5.401787e+03,5.360985e-13,4.626641e-05
1.281056e+03,9.282074e-14,1.215890e-06
7.328824e+02,2.600424e-15,1.182805e-06
3.820197e+06,2.368774e-11,1.749792e+00
4.392519e+06,7.363497e-11,8.673923e-01
3.653908e+10,1.099205e-06,4.133157e-01
3.626699e+01,3.638917e-15,1.472046e-09
2.603229e+03,6.913508e-13,1.220597e-05
3.270010e+10,3.316354e-06,1.000009e+00
3.203677e+02,2.999492e-14,1.800792e-07
4.717866e+03,9.666738e-13,9.729432e-05
1.103755e+03,1.303488e-14,1.592572e-05
7.490600e+02,7.412650e-14,1.318030e-06
6.303396e+01,9.370288e-15,1.248048e-08
8.612071e+00,5.258993e-16,8.434250e-11
4.789507e+01,4.096975e-15,2.138179e-09
1.716601e+05,1.378677e-11,7.593668e-02
7.378560e+08,7.129140e-17,9.985433e-01
1.050995e+03,1.820970e-14,1.171647e-06
3.527228e+05,8.506512e-11,2.372544e-01
6.833648e+10,6.703941e-06,1.000003e+00
3.043489e+10,4.083502e-07,9.999001e-01
9.928218e+01,1.354630e-14,1.638579e-09
3.159826e+06,2.483636e-10,1.291025e+00
3.572800e+05,8.391812e-12,2.648294e-01
4.548114e+01,8.609493e-15,4.525159e-09
4.843999e+10,1.067769e-05,1.000001e+00
4.871094e+03,6.500642e-13,1.538909e-04
1.011251e+01,7.503060e-16,2.785560e-10
7.765153e+04,5.373556e-13,7.924250e-03
8.452233e+03,1.157108e-12,2.547150e-04
7.298990e+05,3.875604e-12,1.537561e+00
1.747789e+06,1.390640e-11,1.239122e+00
3.833614e+02,2.811828e-14,2.874356e-07
4.939223e+11,8.680824e-05,1.000000e+00
6.256910e+06,1.107723e-10,9.476521e-01
3.796325e+03,2.160989e-12,1.646611e-05
2.180682e+04,2.273981e-13,8.399889e-04
1.291231e+04,2.171028e-13,1.886158e-04
1.407057e+06,1.399163e-10,4.006371e+00
5.911111e+03,3.368085e-13,3.584752e-05
1.760568e+04,8.232971e-13,2.059750e-06
8.718882e+03,2.106245e-13,4.031925e-05
4.439921e+04,2.067049e-12,3.765308e-03
9.358136e+01,4.292310e-15,1.268763e-08
8.658986e+05,1.782419e-10,1.012752e+00
4.251144e+04,3.605042e-11,1.846114e-02
2.483832e+05,5.480438e-12,9.400908e-02
1.043986e+04,2.090863e-13,1.823881e-05
2.028197e+01,5.945709e-15,7.762809e-09
4.217013e+06,1.892185e-11,5.034085e+00
1.392757e+06,1.468972e-11,3.419935e+00
2.304866e+05,1.205068e-11,2.466503e-02
2.296743e+03,1.086950e-13,2.326314e-08
6.660051e+04,1.503837e-13,7.813552e-03
6.539437e+04,1.389720e-11,1.067228e-02
1.772390e+04,7.881774e-13,1.286848e-03
1.470117e+03,6.704296e-15,8.885537e-07
2.285252e+03,1.156724e-13,1.198758e-05
1.379381e+02,7.681984e-16,4.608426e-09
4.007193e+03,2.442063e-13,1.113547e-04
3.397311e+01,3.450215e-15,3.266241e-09
5.093033e+04,4.826636e-12,5.246799e-03
1.476589e+10,8.385466e-08,9.999624e-01
4.601763e+10,1.347493e-05,1.000003e+00
5.860744e+06,8.771794e-10,8.988420e-01
6.902695e+07,5.456001e-09,9.142633e-01
2.758116e+06,1.451946e-10,9.388044e-01
4.585877e+02,4.580432e-14,3.344834e-07
2.579400e+05,1.229999e-11,8.183485e-02
1.095186e+10,7.218015e-01,9.998727e-01
1.194937e+02,1.717461e-14,1.472046e-09
1.966912e+09,2.753785e-09,9.999944e-01
2.241784e+11,2.269528e-05,1.000000e+00
4.482892e+01,2.278398e-15,7.504007e-10
1.906873e+02,1.382383e-15,4.358626e-09
1.126999e+03,6.408406e-14,3.381882e-06
2.891859e+11,3.542404e-18,1.000000e+00
5.048088e+00,1.372543e-15,1.112298e-10
2.529228e+06,3.472447e-11,1.085705e+00
4.418335e+04,1.419589e-11,1.422289e-03
3.604023e+02,1.918379e-14,2.073442e-08
7.877034e+02,6.637681e-14,1.023405e-06
5.452404e+09,3.332478e-08,1.000192e+00
5.397393e+03,7.516756e-13,3.151732e-05
1.890812e+06,1.741218e-10,6.807353e+00
6.318233e+04,1.095607e-11,2.013699e-04
9.717423e+02,7.584507e-14,5.416283e-06
1.421195e+07,4.780135e-10,8.798230e-01
2.859182e+06,1.096490e-10,9.055976e-01
1.064165e+04,4.658467e-14,1.281397e-03
1.797900e+10,7.587526e-08,9.999680e-01
1.029474e+11,2.451437e-05,1.000000e+00
7.831355e+04,4.785104e-12,3.367663e-03
4.351134e+00,5.593684e-16,1.018566e-09
1.671711e+04,1.508014e-13,2.490045e-04
4.192925e+06,1.292489e-11,6.988052e-01
7.153648e+03,2.451446e-13,1.003753e-04
2.724670e+06,7.046405e-11,1.036541e+00
2.371225e+06,1.073878e-10,8.781394e-01
7.924501e+05,3.742345e-11,1.735912e+00
1.764104e+05,5.806715e-12,6.498694e-02
2.914720e+10,4.158008e-11,1.000002e+00
2.752548e+02,3.845425e-14,1.286692e-06
9.133558e+11,8.778108e-05,1.000000e+00
1.014191e+11,7.907896e-06,1.000001e+00
3.632551e+02,8.428691e-15,1.125589e-08
1.456594e+02,2.410994e-14,2.191621e-07
2.180100e+04,9.294367e-13,7.987807e-04
1.329657e+11,1.330495e-05,9.999999e-01
9.074034e+04,5.501447e-12,1.730479e-02
8.330336e+09,3.270593e-08,9.999584e-01
5.432305e+01,2.328522e-16,8.953448e-09
2.121429e+01,2.014247e-15,5.679891e-10
6.521371e+05,2.885358e-11,8.131887e-01
7.428954e+04,3.281232e-12,1.146709e-02
2.811634e+02,1.981796e-15,1.453847e-07
4.153263e+09,1.330820e-07,1.000047e+00
9.233033e+02,3.898950e-14,7.635291e-07
2.142357e+11,6.823716e-06,1.000000e+00
2.775259e+10,2.323670e-16,9.999824e-01
1.210791e+02,2.300960e-14,3.859699e-08
3.488351e+06,2.809676e-10,9.682999e-01
8.332642e+10,9.220839e-06,1.000002e+00
3.316137e+04,1.936086e-11,4.147497e-03
1.494980e+04,7.041256e-13,5.290409e-08
3.427030e+10,5.087853e-06,9.996113e-01
2.053139e+08,1.895953e-09,9.946159e-01
1.826060e+01,3.828720e-16,4.450894e-10
4.073455e+05,3.618968e-12,1.344464e-01
8.523221e+09,4.542447e-07,9.999841e-01
1.386749e+06,1.530948e-11,9.040784e-01
9.608955e+01,1.120013e-14,1.829192e-08
1.310516e+07,4.496224e-18,9.337237e-01
4.766857e+03,8.891611e-14,9.599295e-06
1.925392e+09,4.196944e-08,1.000226e+00
1.529549e+06,1.538704e-10,7.833815e-01
2.181147e+06,8.834060e-11,1.366112e+00
1.506978e+13,1.865845e-03,1.000000e+00
2.884134e+06,2.406335e-11,8.425643e+00
2.104814e+02,1.666920e-14,8.873558e-08
5.292204e+06,1.731836e-10,8.807757e-01
1.630713e+09,4.201297e-10,9.998278e-01
7.575389e+10,3.439180e-07,1.000186e+00
7.217043e+06,1.837489e-11,1.140375e+00
1.782272e+02,5.126565e-15,6.532177e-09
2.844966e+03,2.026506e-13,2.031067e-05
5.787647e+05,3.139331e-11,9.691056e-01
1.913429e+13,2.180810e-03,1.000000e+00
1.963241e+05,1.994530e-11,2.383162e-01
1.062470e+05,1.556614e-11,3.773752e-01
1.789736e+04,1.153023e-12,6.880953e-04
4.115909e+04,5.088634e-12,3.412245e-03
1.187145e+07,7.326075e-10,7.318244e-01
4.890707e+05,3.892815e-11,2.164004e-02
1.279798e+03,2.576161e-13,4.807512e-06
1.578802e+10,5.075612e-07,9.999854e-01
6.403507e+12,1.485252e-06,9.999672e-01
3.366115e+04,1.210468e-12,1.518826e-03
6.049634e+04,1.204813e-12,7.622922e-03
3.575257e+01,2.728892e-16,2.610024e-09
6.777982e+02,8.779068e-15,6.056367e-08
1.694081e+03,1.199975e-13,1.056449e-05
8.660340e+06,5.132682e-10,9.928597e-01
3.761197e+02,4.032344e-15,2.384492e-07
1.873677e+07,7.330523e-10,9.762850e-01
1.303853e+07,1.490041e-09,2.386947e+00
3.169554e+05,8.644574e-12,1.165288e+00
1.232092e+07,1.591070e-09,6.604201e+00
8.674062e+03,2.504287e-12,6.467508e-04
1.112466e+05,6.787972e-12,1.881974e-03
6.844264e+10,2.172101e-07,9.999640e-01
6.354326e+11,1.250432e-05,1.000000e+00
6.824143e+01,1.437372e-14,1.188039e-08
2.098816e+07,6.472261e-10,9.569748e-01
7.074851e+02,7.654220e-15,6.774591e-07
2.285931e+07,1.772722e-11,1.036236e+00
3.442324e+04,1.013049e-12,1.199979e-03
1.578238e+05,3.731301e-12,2.456657e-03
4.778505e+10,3.943543e-08,9.999553e-01
2.218817e+04,2.729917e-13,2.909973e-04
1.168003e+10,7.947447e-08,1.000152e+00
1.718382e+01,7.577888e-16,4.728448e-10
2.383521e+04,8.189200e-13,1.140465e-03
5.631234e+02,7.530545e-14,7.725406e-07
1.414339e+03,5.510327e-14,2.306351e-06
9.414706e+01,1.265206e-14,6.987273e-08
1.283070e+10,2.510806e-07,9.999529e-01
1.366935e+06,4.405322e-10,9.834668e-01
6.118369e+06,3.134348e-10,9.704809e-01
1.021375e+06,5.273066e-11,2.429097e+00
2.474069e+02,4.204110e-15,1.222921e-07
8.900030e+01,1.021010e-15,2.464397e-09
9.789550e+02,4.579775e-14,1.186996e-06
1.433628e+06,4.802967e-11,7.391118e+00
1.033525e+13,1.191060e-06,1.000000e+00
5.068050e+03,2.125650e-13,3.004944e-05
1.367408e+06,7.283429e-11,4.857731e-01
7.719994e+04,1.231641e-12,1.162071e-02
4.546653e+09,6.164803e-07,9.999775e-01
2.321971e+02,9.840883e-15,4.754630e-08
2.952093e+01,2.164435e-16,1.860624e-09
3.425274e+02,3.231656e-14,6.625356e-08
1.133732e+09,6.531772e-09,9.999105e-01
2.528159e+11,1.984048e-05,1.000000e+00
1.855160e+04,2.247579e-12,1.337055e-03
3.156351e+03,4.449049e-13,6.883237e-05
8.916525e+04,5.342577e-11,7.910598e-02
7.139294e+03,2.635744e-13,2.372951e-08
5.662604e+05,6.192367e-11,3.120236e-01
2.355934e+07,2.454881e-09,9.922053e-01
1.027485e+07,3.407668e-10,9.510692e-01
5.111567e+11,2.247700e-05,1.082619e+00
7.316999e+05,5.530078e-11,1.767898e+01
2.539698e+05,7.709789e-12,1.797331e-01
1.760333e+10,8.637714e-08,1.019114e+01
1.770119e+06,1.323689e-10,9.634490e-01
9.446296e+03,2.916277e-12,5.752033e-04
9.352988e+02,2.394320e-14,3.852761e-07
1.035050e+04,8.007979e-13,8.079706e-05
2.848338e+02,1.430690e-14,2.938488e-07
1.758176e+06,4.110894e-11,9.977050e-01
5.802201e+02,6.358751e-14,3.532462e-07
1.288198e+05,1.940657e-11,4.749269e-03
1.673678e+12,5.366897e-07,1.000000e+00
1.565491e+03,1.207669e-13,2.632173e-06
3.727217e+07,1.086630e-09,9.975306e-01
2.541049e+03,6.390264e-14,3.064328e-06
4.040475e+06,1.158999e-09,1.343224e+00
6.310937e+09,2.634115e+03,1.000510e+00
2.734370e+04,8.763983e-13,4.193924e-06
4.418806e+02,1.405591e-14,3.737853e-07
4.177849e+11,9.738088e-06,1.000000e+00
1.383715e+08,1.593250e-08,9.969255e-01
1.173437e+05,3.067143e-11,1.611951e-02
8.472434e+05,4.247028e-11,1.601344e+00
1.680192e+06,2.062446e-11,8.599819e-01
4.154977e+06,1.705398e-10,1.324260e+00
3.461608e+03,3.269842e-14,5.217744e-06
2.798948e+09,7.802716e-11,9.999727e-01
8.130860e+01,5.336587e-16,1.416535e-09
6.451904e+03,1.352193e-13,2.418658e-04
6.952485e+05,2.620950e-11,1.032775e-01
5.401659e+04,2.600901e-13,1.211632e-02
4.058138e+02,5.561294e-15,8.624205e-07
5.536207e+08,3.570396e-07,9.998696e-01
4.480054e+06,3.822725e-11,9.279689e-01
1.029382e+07,5.519676e-10,1.024210e+00
3.159763e+07,3.432978e-10,4.852021e-01
5.763192e+03,6.657069e-13,4.854525e-05
7.898228e+11,1.827523e-06,7.311915e+00
4.720658e+06,1.459819e-11,9.056777e-01
4.999800e+05,1.253748e-11,2.963098e-01
2.753652e+05,3.779274e-11,1.855620e-01
2.535124e+07,6.171538e-10,1.120427e+00
1.747374e+04,3.541808e-12,3.840328e-03
1.261943e+07,2.454714e-16,1.019123e+00
4.838954e+10,4.677114e-08,1.000006e+00
3.113523e+05,9.358879e-11,5.778810e-01
3.290238e+05,3.769384e-11,1.181534e-01
1.082441e+04,1.364408e-12,1.168110e-03
2.580775e+10,7.615869e-09,1.000004e+00
1.017262e+11,2.898523e-08,1.000033e+00
3.978181e+05,2.385969e-11,1.251682e+00
3.387713e+02,1.187845e-14,2.138577e-07
1.667903e+01,1.631525e-15,1.194490e-09
4.244882e+01,7.152717e-16,2.971942e-09
4.676402e+05,8.872435e-11,1.107146e+00
2.095222e+05,3.227882e-11,5.985856e-03
2.338363e+02,1.112870e-14,7.194345e-08
1.267412e+01,3.032108e-16,2.508004e-10
8.243033e+04,4.106271e-13,1.409004e-02
1.833628e+04,1.487214e-12,2.005855e-03
5.173404e+03,4.423752e-14,5.322123e-05
5.878271e+03,9.378554e-14,6.243964e-05
2.040751e+05,5.413028e-12,1.328795e-02
5.966341e+09,4.815962e-08,9.998434e-01
1.749188e+11,2.072364e-05,9.999999e-01
2.152410e+03,3.330112e-15,3.282761e-09
7.484809e+05,3.499627e-12,8.491771e-01
9.462752e+08,6.005540e-07,9.999992e-01
1.348226e+06,5.266046e-12,3.856014e+00
2.689961e+10,1.554680e-06,9.999687e-01
1.969847e+04,6.268656e-13,1.741699e-05
3.616078e+03,4.475207e-14,2.296441e-05
5.126397e+10,8.154544e-07,9.999686e-01
1.273576e+05,9.296412e-11,3.565373e-01
6.771499e+00,2.848676e-16,8.502009e-11
2.994660e+04,3.212669e-12,2.053038e-04
5.467368e+09,6.752722e-07,9.999594e-01
9.469439e+01,1.691780e-14,6.829829e-08
1.701733e+04,1.377440e-12,3.508958e-04
4.121443e+02,4.867690e-14,2.856007e-06
1.597229e+01,7.394462e-16,6.948896e-10
4.839514e+02,6.882387e-15,6.521273e-08
2.044639e+07,1.042487e-09,3.580773e+01
5.726728e+11,1.869724e-05,1.000000e+00
4.740443e+02,2.025173e-14,1.714472e-07
8.931983e+02,2.291372e-14,1.546670e-06
4.192769e+01,1.797463e-15,1.428231e-09
2.604312e+05,8.605134e-12,2.939013e-01
8.218272e+02,3.728033e-15,1.498386e-06
1.998843e+07,3.703629e-10,9.234018e-01
3.895281e+11,3.003063e-06,1.000000e+00
5.795061e+07,2.512922e-10,1.004833e+00
3.393085e+02,1.264662e-14,2.085009e-07
3.118186e+05,1.638383e-10,2.585090e-01
1.507775e+07,9.476568e-11,9.121872e-01
1.873366e+05,4.211657e-12,2.273295e-04
1.046905e+04,8.314812e-13,4.096612e-05
3.437370e+04,3.610548e-12,2.348292e-03
1.806990e+07,1.545922e-09,1.109330e+00
3.068857e+03,8.443244e-14,2.620100e-06
6.007794e+02,1.489659e-13,3.326145e-07
8.769725e+06,6.122883e-10,9.957636e-01
3.786498e+07,7.268456e-11,9.892488e-01
1.586961e+02,2.757842e-14,7.518886e-08
2.046648e+05,1.465591e-11,9.402781e-02
2.745804e+03,5.178475e-14,3.121680e-07
1.481876e+04,8.765156e-13,4.371881e-04
7.655193e+05,1.461724e-11,2.767949e-01
1.150466e+04,1.230516e-12,9.315984e-05
2.334501e+03,5.710153e-13,2.179843e-06
1.365284e+05,1.339207e-12,4.037885e-02
1.288336e+02,2.373047e-14,2.961620e-08
7.805068e+02,8.435718e-15,9.066764e-06
6.838118e+05,5.165395e-11,1.920871e+00
2.847242e+03,8.557698e-14,3.682805e-06
3.427526e+03,1.874766e-14,4.212642e-05
5.537257e+04,4.171432e-11,5.935766e-02
3.289482e+03,3.069458e-13,5.139749e-05
2.991285e+11,2.932637e-05,1.542099e+00
7.020014e+03,2.568903e-13,9.877679e-05
2.489342e+02,6.357154e-15,4.238769e-08
5.763893e+06,2.694645e-10,8.410657e-01
4.624510e+04,3.676774e-12,7.093535e-03
4.189382e+02,9.107147e-14,4.121229e-07
9.470249e+05,1.482703e-11,1.079289e+00
2.160900e+02,2.028561e-14,6.925116e-08
5.297683e+11,2.293994e-06,1.000000e+00
2.613446e+06,5.161962e-11,5.915169e-01
3.909189e+05,4.369124e-11,4.840144e-01
3.452600e+02,2.821547e-15,1.824384e-07
1.414559e+02,3.488630e-14,9.721233e-08
1.211103e+05,1.506610e-12,3.047222e-02
1.115483e+11,3.422268e-09,1.000000e+00
1.568800e+07,3.890481e-10,8.502778e-01
4.327419e+03,6.240910e-13,5.598640e-05
3.552746e+06,6.012175e-11,6.271183e-01
2.826914e+09,1.557534e-09,9.999625e-01
1.421692e+08,1.342665e-09,9.763461e-01
1.379376e+02,1.077756e-14,2.983824e-08
4.082284e+10,4.365051e-07,9.995681e-01
4.737216e+10,7.624703e-08,9.999573e-01
3.348475e+04,5.971493e-12,2.550723e-03
4.154267e+01,1.587691e-15,1.364143e-09
4.816549e+10,3.561050e-06,1.000002e+00
2.033966e+04,5.349116e-13,1.516575e-07
7.876990e+04,3.665437e-12,1.226079e+00
6.018542e+04,1.998842e-12,5.866585e-05
8.888220e+03,2.219405e-12,9.957352e-05
8.456248e+03,1.296696e-13,1.971035e-06
5.592851e+09,8.695166e-09,9.999664e-01
2.063561e+06,6.342574e-12,7.399815e-01
7.672411e+05,4.553419e-11,2.381477e-01
6.272534e+04,1.023713e-12,8.092788e-03
2.629768e+10,1.063753e-07,1.000003e+00
2.263284e+05,1.402351e-12,1.630437e-01
2.534733e+05,3.183798e-12,2.291954e-02
2.691952e+03,9.082311e-14,2.053951e-05
1.344538e+09,1.459245e-07,1.000443e+00
4.277174e+10,1.762080e-08,9.999587e-01
3.207635e+05,8.744049e-12,2.711343e+00
1.488049e+05,7.904408e-11,7.729846e-02
3.821858e+02,3.585350e-14,6.950096e-08
2.524785e+02,1.350972e-14,1.218202e-07
9.662331e+08,1.133721e-07,1.001251e+00
6.257117e+02,5.030364e-14,6.872291e-07
3.244615e+10,1.010015e-08,1.000008e+00
5.710286e+02,2.076040e-14,2.578593e-08
4.773516e+06,2.501611e-10,9.486729e-01
4.016702e+01,4.237442e-16,4.372602e-09
9.048435e+03,3.236015e-13,1.632082e-07
1.037965e+08,2.135777e-09,1.036642e+00
4.618907e+03,7.229003e-13,1.032605e-05
1.819366e+03,1.979149e-13,1.555578e-05
1.760978e+08,6.668422e-09,9.972503e-01
2.026606e+10,1.604750e-09,1.000003e+00
3.843831e+04,2.863057e-12,7.008133e-03
4.089030e+02,5.313455e-14,7.012695e-07
1.792689e+09,3.911703e-07,9.999125e-01
1.904761e+03,5.693142e-14,6.689234e-06
8.888423e+05,4.824255e-11,1.694253e-01
1.019612e+12,1.051841e-04,1.000000e+00
4.891513e+04,4.205088e-12,4.632031e-03
3.009985e+11,5.094534e-05,1.000000e+00
2.878243e+04,3.819604e-13,1.657006e-03
1.807920e+05,1.962263e-11,1.723575e-01
4.724513e+02,1.308352e-14,1.147047e-08
3.719921e+05,2.485473e-11,3.258714e-01
9.223748e+03,3.223877e-13,6.958451e-04
2.086697e+05,1.924373e-12,8.473295e-02
1.371082e+11,1.518082e-05,1.000002e+00
9.919417e+06,2.416374e-10,8.789587e-01
1.075802e+07,4.790711e-10,9.886813e-01
2.652731e+05,2.476821e-12,4.764046e-01
2.357636e+04,6.352505e-13,8.394296e-04
6.341996e+05,2.664150e-11,1.569738e-02
2.063438e+07,5.164421e-10,9.742237e-01
3.118497e+06,1.005326e-10,5.483278e-01
1.897234e+03,4.045519e-13,2.815356e-05
4.220128e+04,5.036724e-12,2.228383e-03
1.417429e+03,5.969981e-14,1.067767e-07
5.792151e+04,1.617657e-12,1.406689e-05
1.455832e+02,2.271518e-14,3.534253e-08
1.713175e+01,6.777532e-16,4.076686e-10
1.841263e+04,1.309935e-12,8.539111e-05
7.689004e+04,3.250783e-12,4.915082e-05
5.788392e+06,1.096935e-11,1.184717e+00
1.041950e+04,7.255498e-13,2.237194e-05
1.535271e+03,1.710275e-14,2.571498e-05
1.703986e+05,7.467447e-12,7.430879e-02
3.331506e+06,1.127313e-11,7.742352e-01
1.162305e+06,1.088832e-10,7.865665e-01
5.028002e+03,9.447185e-13,4.868397e-05
4.253310e+05,4.800543e-11,1.091191e+00
5.927917e+07,3.680094e-10,9.959449e-01
4.129035e+09,4.256811e-07,1.000076e+00
2.053449e+01,3.093707e-15,3.730203e-10
4.240799e+04,2.573397e-12,1.905519e-02
8.075194e+06,2.312686e-10,8.986346e-01
1.383770e+03,6.025849e-14,8.936701e-06
1.553521e+06,3.278069e-11,4.669260e-01
5.209500e+10,4.759273e-10,1.000005e+00
3.258999e+10,3.137232e-06,1.000007e+00
9.481331e+03,1.810688e-13,3.223821e-05
1.010222e+07,9.804409e-10,1.118761e+00
1.725316e+03,1.544847e-14,2.766982e-06
6.623219e+09,4.342363e-08,1.000026e+00
2.021968e+11,2.817758e-05,9.999999e-01
2.754172e+05,2.745615e-11,3.882913e+00
1.142083e+03,3.089061e-14,5.410404e-07
4.516127e+07,1.265051e-09,9.425039e-01
2.050769e+04,3.379414e-12,1.685647e-03
8.389315e+12,3.840186e-05,1.000000e+00
8.340218e+05,8.604998e-11,1.183136e+00
2.130903e+06,1.066725e-10,3.007528e-01
2.759015e+11,2.705994e-05,9.999999e-01
2.875132e+04,1.000837e-13,2.823036e-03
5.774372e+05,5.220319e-11,5.668372e-01
8.532549e+03,5.734606e-14,1.456372e-04
3.022699e+03,5.128855e-14,1.207137e-05
1.008685e+03,7.565094e-14,1.962292e-06
